TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country,Revenue
581476,12/9/2019,84510A,Set Of 4 English Rose Coasters,11.53,20,12433,Norway,230.6
581476,12/9/2019,82600,N0 Singing Metal Sign,12.15,48,12433,Norway,583.2
581476,12/9/2019,82581,Toilet Metal Sign,10.81,48,12433,Norway,518.88
581476,12/9/2019,72232,Feng Shui Pillar Candle,10.44,144,12433,Norway,1503.36
581476,12/9/2019,47559B,Tea Time Oven Glove,11.53,10,12433,Norway,115.3
581476,12/9/2019,47504H,English Rose Spirit Level,11.06,36,12433,Norway,398.16
581476,12/9/2019,23493,Vintage Doily Travel Sewing Kit,12.25,30,12433,Norway,367.5
581476,12/9/2019,23430,Blue Retro Kitchen Wall Clock,18.6,2,12433,Norway,37.2
581476,12/9/2019,23429,Red Retro Kitchen Wall Clock,18.6,2,12433,Norway,37.2
581476,12/9/2019,23428,Ivory Retro Kitchen Wall Clock,18.6,2,12433,Norway,37.2
581476,12/9/2019,23358,Hot Stuff Hot Water Bottle,11.53,18,12433,Norway,207.54
581476,12/9/2019,23293,Set Of 12 Fairy Cake Baking Cases,11.1,32,12433,Norway,355.2
581476,12/9/2019,23243,Set Of Tea Coffee Sugar Tins Pantry,15.32,12,12433,Norway,183.84
581476,12/9/2019,23240,Set Of 4 Knick Knack Tins Doily,14.5,6,12433,Norway,87
581477,12/9/2019,48111,Doormat 3 Smiley Cats,17.51,10,13426,United Kingdom,175.1
581477,12/9/2019,22464,Hanging Metal Heart Lantern,11.06,12,13426,United Kingdom,132.72
581477,12/9/2019,20982,12 Pencils Tall Tube Skulls,11.12,12,13426,United Kingdom,133.44
581477,12/9/2019,20981,12 Pencils Tall Tube Woodland,11.12,12,13426,United Kingdom,133.44
581477,12/9/2019,23424,Gingham Recipe Book Box,15.32,8,13426,United Kingdom,122.56
581477,12/9/2019,23338,Egg Frying Pan Red,12.15,48,13426,United Kingdom,583.2
581477,12/9/2019,84970L,Single Heart Zinc T-Light Holder,11.53,12,13426,United Kingdom,138.36
581477,12/9/2019,22457,Natural Slate Heart Chalkboard,13.27,6,13426,United Kingdom,79.62
581477,12/9/2019,22469,Heart Of Wicker Small,11.94,12,13426,United Kingdom,143.28
581477,12/9/2019,22909,Set Of 20 Vintage Christmas Napkins,11.12,12,13426,United Kingdom,133.44
581478,12/9/2019,84947,Antique Silver Tea Glass Engraved,11.53,24,17364,United Kingdom,276.72
581478,12/9/2019,23503,Playing Cards Keep Calm & Carry On,11.53,12,17364,United Kingdom,138.36
581478,12/9/2019,23445,Ice Cream Bubbles,11.1,20,17364,United Kingdom,222
581478,12/9/2019,23530,Wall Art Only One Person,15.32,12,17364,United Kingdom,183.84
581478,12/9/2019,84997C,Childrens Cutlery Polkadot Blue,14.5,4,17364,United Kingdom,58
